63	8	8	63	
44	9	9	63	
40	1	1	64	
76	2	2	64	
50	3	3	64	
50	4	4	65	
42	5	5	65	
50	6	6	65	
38	7	7	66	
50	8	8	66	
50	9	9	66	
40	1	1	67	
51	2	2	67	
79	3	3	67	
45	4	4	68	
47	5	5	68	
39	6	6	68	
82	7	7	69	
73	8	8	69	
72	9	9	69	
35	1	1	70	
47	2	2	70	
40	3	3	70	
32	4	4	71	
25	5	5	71	
48	6	6	71	
36	7	7	72	
39	8	8	72	
35	9	9	72	
70	1	1	73	
52	2	2	73	
50	3	3	73	
45	4	4	74	
20	5	5	74	
41	7	7	74	
40	8	8	75	
40	9	9	75	
30	1	1	75	
39	6	6	76	
25	2	2	76	
35	3	3	76	
40	4	4	77	
57	5	5	77	
70	6	6	77	
41	7	7	78	
64	8	8	78	
38	9	9	78	
50	1	1	79	
22	2	2	79	
81	3	3	79	
39	4	4	80	
25	5	5	80	
25	6	6	80	
71	7	7	81	
41	8	8	81	
52	9	9	81	
40	1	1	82	
58	2	2	82	
82	3	3	82	
54	5	5	83	
45	6	6	83	
41	7	7	83	
64	8	8	84	
80	9	9	84	
40	1	1	84	
50	2	2	85	
45	3	3	85	
54	5	5	85	
30	4	4	86	
30	6	6	86	
33	7	7	86	
36	4	4	87	
58	8	8	87	
35	9	9	87	
40	1	1	88	
54	2	2	88	
82	3	3	88	
30	4	4	89	
30	5	5	89	
35	6	6	89	
35	7	7	90	
34	8	8	90	
30	9	9	90	
50	1	1	91	
53	2	2	91	
50	3	3	91	
35	4	4	92	
42	5	5	92	
45	6	6	92	
83	7	7	93	
50	8	8	93	
55	9	9	93	
40	1	1	94	
42	2	2	94	
80	3	3	94	
30	4	4	95	
21	5	5	95	
39	6	6	95	
41	7	7	96	
48	8	8	96	
40	9	9	96	
30	1	1	97	
28	2	2	97	
34	3	3	97	
30	4	4	98	
15	5	5	98	
38	6	6	98	
25	7	7	99	
38	8	8	99	
30	9	9	99	
25	1	1	100	
20	2	2	100	
35	3	3	100	
33	4	4	101	
46	5	5	101	
35	6	6	101	
25	7	7	102	
32	8	8	102	
30	9	9	102	
35	1	1	103	
36	2	2	103	
34	3	3	103	
35	4	4	104	
30	5	5	104	
36	6	6	104	
64	7	7	105	
72	8	8	105	
85	9	9	105	
35	1	1	106	
42	2	2	106	
40	3	3	106	
31	4	4	107	
29	5	5	107	
30	6	6	107	
42	7	7	108	
49	8	8	108	
34	9	9	108	
35	1	1	109	
50	2	2	109	
40	3	3	109	
37	4	4	110	
76	5	5	110	
80	6	6	110	
38	7	7	111	
39	8	8	111	
76	9	9	111	
35	1	1	112	
46	2	2	112	
78	3	3	112	
33	4	4	113	
63	5	5	113	
50	6	6	113	
39	7	7	114	
37	8	8	114	
40	9	9	114	
40	1	1	115	
42	2	2	115	
50	3	3	115	
35	4	4	116	
31	5	5	116	
50	6	6	116	
41	7	7	117	
36	8	8	117	
35	9	9	117	
30	1	1	118	
45	2	2	118	
45	3	3	118	
72	4	4	119	
80	5	5	119	
38	6	6	119	
32	7	7	120	
33	8	8	120	
33	9	9	120	
50	1	1	121	
44	2	2	121	
36	3	3	121	
42	4	4	122	
31	5	5	122	
35	6	6	122	
43	7	7	123	
41	8	8	123	
38	9	9	123	
35	1	1	124	
40	2	2	124	
35	3	3	124	
37	4	4	125	
22	5	5	125	
34	6	6	125	
42	7	7	126	
76	8	8	126	
50	9	9	126	
80	1	1	127	
64	2	2	127	
50	3	3	127	
30	4	4	128	
46	5	5	128	
36	6	6	128	
36	7	7	129	
40	8	8	129	
37	9	9	129	
50	1	1	130	
61	2	2	130	
40	3	3	130	
41	4	4	131	
63	5	5	131	
80	6	6	131	
41	7	7	132	
75	8	8	132	
75	9	9	132	
30	1	1	133	
25	2	2	133	
35	3	3	133	
43	4	4	134	
30	5	5	134	
45	6	6	134	
44	7	7	135	
52	8	8	135	
38	9	9	135	
40	1	1	136	
40	2	2	136	
40	3	3	136	
35	4	4	137	
47	5	5	137	
85	6	6	137	
41	7	7	138	
50	8	8	138	
40	9	9	138	
80	1	1	139	
73	2	2	139	
45	3	3	139	
48	4	4	140	
42	5	5	140	
55	6	6	140	
31	7	7	141	
30	8	8	141	
32	9	9	141	
35	1	1	142	
38	2	2	142	
35	3	3	142	
35	4	4	143	
50	5	5	143	
49	6	6	143	
30	7	7	144	
37	8	8	144	
33	9	9	144	
60	1	1	145	
44	2	2	145	
40	3	3	145	
32	4	4	146	
24	5	5	146	
75	6	6	146	
32	7	7	147	
46	8	8	147	
47	9	9	147	
70	1	1	148	
46	2	2	148	
50	3	3	148	
35	4	4	149	
20	5	5	149	
70	6	6	149	
23	7	7	150	
29	8	8	150	
33	9	9	150	
20	1	1	151	
28	2	2	151	
30	3	3	151	
34	4	4	152	
42	5	5	152	
37	6	6	152	
39	7	7	153	
46	8	8	153	
35	9	9	153	
80	1	1	154	
50	2	2	154	
40	3	3	154	
31	4	4	155	
46	5	5	155	
60	6	6	155	
63	7	7	156	
72	9	9	156	
40	1	1	156	
55	8	8	157	
40	2	2	157	
35	3	3	157	
32	4	4	158	
20	5	5	158	
38	6	6	158	
37	7	7	159	
58	8	8	159	
32	9	9	159	
35	1	1	160	
42	2	2	160	
38	3	3	160	
83	4	4	161	
58	5	5	161	
70	6	6	161	
39	7	7	162	
40	8	8	162	
33	9	9	162	
25	1	1	163	
41	2	2	163	
35	3	3	163	
35	4	4	164	
20	5	5	164	
40	6	6	164	
32	7	7	165	
61	8	8	165	
32	9	9	165	
35	1	1	166	
45	2	2	166	
78	3	3	166	
39	4	4	167	
46	5	5	167	
48	6	6	167	
25	7	7	168	
36	8	8	168	
35	9	9	168	
30	1	1	169	
32	2	2	169	
35	3	3	169	
73	4	4	170	
64	5	5	170	
35	7	7	170	
29	8	8	171	
45	9	9	171	
30	1	1	171	
28	6	6	172	
28	2	2	172	
30	3	3	172	
35	4	4	173	
47	5	5	173	
40	6	6	173	
41	7	7	174	
48	8	8	174	
35	9	9	174	
35	1	1	175	
34	2	2	175	
45	3	3	175	
35	4	4	176	
53	6	6	176	
42	7	7	176	
74	5	5	177	
74	8	8	177	
72	9	9	177	
50	1	1	178	
43	2	2	178	
40	3	3	178	
33	4	4	179	
48	5	5	179	
36	6	6	179	
32	7	7	180	
30	8	8	180	
30	9	9	180	
35	1	1	181	
83	2	2	181	
76	3	3	181	
73	4	4	182	
42	5	5	182	
38	6	6	182	
41	7	7	183	
38	8	8	183	
35	9	9	183	
40	1	1	184	
58	2	2	184	
78	3	3	184	
47	4	4	185	
15	5	5	185	
25	6	6	185	
42	7	7	186	
74	8	8	186	
34	9	9	186	
35	1	1	187	
86	2	2	187	
45	3	3	187	
35	4	4	188	
42	5	5	188	
40	6	6	188	
35	7	7	189	
51	8	8	189	
33	9	9	189	
60	1	1	190	
82	2	2	190	
40	3	3	190	
32	4	4	191	
50	5	5	191	
36	6	6	191	
37	7	7	192	
36	8	8	192	
35	9	9	192	
30	1	1	193	
35	2	2	193	
30	3	3	193	
35	4	4	194	
46	5	5	194	
38	6	6	194	
39	7	7	195	
37	8	8	195	
36	9	9	195	
35	1	1	196	
43	2	2	196	
45	3	3	196	
33	4	4	197	
29	5	5	197	
56	6	6	197	
44	7	7	198	
43	8	8	198	
36	9	9	198	
50	1	1	199	
54	2	2	199	
50	3	3	199	
37	4	4	200	
29	5	5	200	
30	6	6	200	
25	7	7	201	
31	8	8	201	
25	1	1	201	
37	9	9	202	
45	2	2	202	
45	3	3	202	
30	4	4	203	
22	5	5	203	
30	6	6	203	
39	7	7	204	
57	8	8	204	
35	9	9	204	
70	1	1	205	
42	2	2	205	
40	3	3	205	
33	4	4	206	
21	5	5	206	
70	6	6	206	
37	7	7	207	
40	8	8	207	
42	9	9	207	
35	1	1	208	
41	2	2	208	
45	3	3	208	
38	4	4	209	
30	5	5	209	
63	6	6	209	
38	7	7	210	
36	8	8	210	
38	9	9	210	
50	1	1	211	
40	2	2	211	
50	3	3	211	
32	4	4	212	
25	5	5	212	
30	6	6	212	
44	7	7	213	
61	8	8	213	
36	9	9	213	
30	1	1	214	
45	2	2	214	
40	3	3	214	
36	4	4	215	
42	5	5	215	
59	6	6	215	
43	7	7	216	
73	8	8	216	
50	9	9	216	
40	1	1	217	
53	2	2	217	
35	3	3	217	
38	4	4	218	
20	5	5	218	
46	6	6	218	
49	8	8	219	
37	9	9	219	
35	1	1	219	
35	2	2	220	
40	3	3	220	
32	4	4	220	
30	7	7	221	
23	5	5	221	
48	6	6	221	
43	7	7	222	
38	8	8	222	
50	9	9	222	
35	1	1	223	
37	2	2	223	
35	3	3	223	
35	4	4	224	
52	5	5	224	
42	6	6	224	
20	7	7	225	
25	8	8	225	
33	9	9	225	
35	1	1	226	
38	2	2	226	
50	3	3	226	
40	4	4	227	
45	5	5	227	
75	6	6	227	
39	7	7	228	
70	8	8	228	
50	9	9	228	
60	1	1	229	
46	2	2	229	
45	3	3	229	
33	4	4	230	
42	5	5	230	
35	6	6	230	
